WellId,monthly_worth
15603,"162, 219, 224, 248, 275, 226, 73, 248, 111, 219, 117, 35"
15604,"200, 263, 218, 122, 74, 199, 60, 287, 93, 171, 52, 48"
15605,"80, 247, 65, 216, 193, 90, 178, 238, 51, 231, 101, 94"
15606,"162, 32, 176, 79, 286, 153, 200, 59, 188, 259, 188, 60"
15607,"98, 126, 291, 66, 90, 106, 254, 188, 209, 84, 178, 138"
15608,"91, 117, 222, 294, 197, 261, 173, 77, 108, 221, 261, 132"
15609,"125, 125, 113, 195, 149, 102, 290, 171, 112, 93, 108, 111"
15610,"299, 187, 133, 231, 64, 136, 296, 120, 183, 62, 135, 179"
15611,"252, 43, 216, 111, 78, 168, 38, 291, 193, 280, 147, 112"
15612,"257, 203, 83, 293, 30, 188, 149, 148, 290, 124, 288, 289"
15613,"70, 124, 292, 288, 179, 206, 160, 99, 232, 49, 168, 111"
15614,"298, 278, 151, 287, 222, 72, 245, 106, 99, 113, 122, 260"
15615,"71, 234, 69, 278, 286, 132, 190, 177, 214, 35, 241, 241"
15616,"267, 181, 288, 187, 283, 215, 271, 77, 156, 42, 74, 287"
15617,"110, 75, 57, 190, 190, 70, 145, 99, 243, 263, 281, 267"
15618,"68, 183, 261, 106, 134, 265, 257, 110, 110, 105, 149, 56"
15619,"290, 275, 154, 121, 132, 82, 234, 275, 258, 91, 141, 200"
15620,"250, 226, 167, 182, 280, 270, 121, 154, 200, 165, 299, 62"
15621,"37, 87, 236, 204, 101, 107, 269, 117, 171, 214, 92, 136"
15622,"216, 139, 282, 127, 83, 243, 126, 277, 90, 190, 210, 157"
15623,"208, 299, 213, 249, 97, 48, 129, 287, 91, 103, 124, 196"
15624,"262, 55, 112, 158, 243, 35, 45, 227, 146, 84, 43, 209"
15625,"299, 246, 67, 81, 138, 275, 258, 264, 221, 235, 218, 110"
15626,"219, 197, 146, 128, 48, 73, 72, 205, 192, 223, 123, 262"
15627,"183, 282, 200, 264, 279, 210, 108, 295, 165, 244, 257, 126"
15628,"199, 87, 202, 36, 105, 255, 214, 87, 152, 49, 103, 99"
15629,"59, 132, 232, 84, 247, 138, 298, 262, 58, 155, 275, 279"
15630,"178, 264, 270, 57, 85, 104, 300, 295, 181, 196, 184, 100"
15631,"128, 183, 275, 44, 238, 263, 267, 124, 255, 223, 277, 158"
15632,"137, 39, 31, 229, 130, 198, 278, 78, 143, 103, 163, 153"
15633,"247, 120, 111, 147, 295, 116, 114, 218, 214, 198, 154, 177"
15634,"226, 106, 226, 173, 114, 98, 233, 158, 80, 123, 129, 64"
15635,"199, 40, 249, 277, 92, 37, 290, 41, 36, 96, 150, 263"
15636,"294, 150, 189, 109, 78, 235, 192, 154, 292, 132, 279, 144"
15637,"190, 286, 168, 245, 92, 296, 212, 223, 95, 61, 101, 249"
15638,"233, 175, 67, 119, 284, 247, 216, 156, 228, 295, 42, 204"
15639,"144, 77, 298, 49, 93, 104, 261, 240, 74, 192, 169, 263"
15640,"290, 237, 154, 89, 266, 122, 132, 237, 266, 233, 297, 258"
15641,"243, 97, 198, 47, 259, 125, 83, 105, 136, 32, 239, 32"
15642,"96, 81, 256, 100, 289, 115, 189, 268, 145, 300, 126, 114"
15643,"121, 254, 211, 70, 42, 99, 283, 196, 185, 286, 242, 198"
15644,"208, 31, 57, 98, 53, 278, 152, 243, 71, 96, 92, 94"
15645,"86, 205, 295, 66, 86, 47, 242, 71, 58, 151, 45, 89"
15646,"79, 197, 147, 42, 109, 150, 289, 192, 192, 187, 43, 46"
15647,"187, 257, 211, 74, 99, 179, 132, 296, 262, 243, 46, 271"
15648,"53, 285, 129, 237, 126, 136, 229, 51, 277, 228, 71, 72"
15649,"284, 39, 138, 295, 291, 96, 97, 62, 210, 226, 58, 168"
15650,"178, 159, 205, 257, 173, 83, 42, 145, 204, 233, 146, 237"
15651,"237, 223, 279, 54, 296, 177, 265, 53, 277, 181, 38, 121"
15652,"50, 275, 247, 86, 40, 263, 128, 114, 298, 275, 252, 34"
15653,"113, 188, 165, 106, 46, 142, 243, 156, 272, 223, 296, 74"
15654,"144, 126, 120, 293, 120, 229, 210, 221, 63, 76, 166, 254"
15655,"298, 83, 275, 69, 139, 293, 161, 296, 110, 245, 55, 204"
15656,"98, 87, 191, 252, 277, 219, 176, 74, 251, 113, 119, 288"
15657,"35, 227, 181, 180, 105, 36, 215, 230, 90, 65, 201, 74"
15658,"206, 199, 88, 45, 73, 226, 261, 294, 187, 276, 209, 280"
15659,"237, 269, 206, 167, 170, 85, 116, 98, 162, 183, 178, 101"
15660,"167, 126, 288, 234, 123, 48, 76, 213, 203, 86, 248, 121"
15661,"113, 73, 54, 240, 134, 148, 118, 121, 160, 184, 180, 116"
15662,"76, 243, 239, 251, 52, 177, 139, 204, 280, 213, 288, 221"
15663,"89, 209, 267, 122, 229, 219, 141, 240, 64, 74, 219, 243"
15664,"243, 111, 79, 130, 221, 71, 131, 217, 128, 176, 300, 37"
15665,"101, 209, 275, 168, 86, 90, 219, 248, 49, 34, 42, 272"
15666,"253, 208, 180, 184, 196, 260, 278, 193, 130, 273, 148, 32"
15667,"94, 211, 93, 140, 56, 183, 74, 235, 138, 56, 298, 151"
15668,"150, 64, 96, 55, 97, 288, 196, 183, 202, 58, 101, 129"
15669,"131, 68, 254, 118, 228, 72, 42, 200, 219, 71, 186, 41"
15670,"224, 66, 288, 60, 197, 206, 92, 275, 151, 252, 171, 61"
15671,"266, 63, 44, 278, 217, 156, 215, 221, 180, 270, 298, 275"
15672,"198, 147, 144, 69, 129, 294, 164, 157, 203, 153, 299, 259"
15673,"45, 281, 299, 138, 113, 45, 178, 290, 195, 290, 206, 271"
15674,"139, 236, 220, 102, 244, 142, 207, 132, 134, 168, 74, 271"
15675,"62, 194, 99, 145, 250, 130, 44, 72, 298, 177, 41, 78"
15676,"169, 198, 177, 56, 87, 211, 299, 55, 61, 240, 102, 166"
15677,"284, 139, 273, 178, 186, 204, 230, 256, 41, 75, 127, 275"
15678,"83, 33, 140, 208, 266, 202, 195, 248, 246, 161, 166, 182"
15679,"76, 97, 273, 158, 255, 125, 51, 263, 102, 208, 219, 56"
15680,"154, 111, 212, 190, 118, 224, 103, 220, 59, 139, 253, 217"
15681,"44, 200, 216, 245, 61, 265, 35, 208, 47, 73, 298, 211"
15682,"39, 43, 145, 172, 71, 92, 133, 105, 75, 143, 234, 286"
15683,"175, 300, 95, 264, 43, 75, 176, 50, 99, 178, 105, 47"
15684,"68, 58, 226, 48, 213, 163, 123, 71, 107, 87, 297, 207"
15685,"239, 243, 226, 95, 251, 78, 157, 135, 60, 242, 209, 238"
15686,"133, 242, 49, 282, 215, 294, 82, 271, 108, 233, 229, 145"
15687,"80, 134, 37, 151, 93, 64, 106, 190, 59, 130, 178, 112"
15688,"82, 164, 297, 96, 161, 200, 209, 70, 250, 153, 225, 107"
15689,"249, 258, 108, 100, 142, 179, 119, 252, 184, 185, 91, 192"
15690,"92, 39, 168, 283, 204, 281, 69, 225, 127, 91, 236, 43"
15691,"264, 42, 88, 91, 225, 261, 181, 264, 162, 110, 227, 171"
15692,"79, 300, 135, 260, 128, 79, 112, 269, 182, 280, 110, 257"
15693,"245, 43, 258, 121, 287, 284, 88, 129, 187, 140, 143, 264"
15694,"125, 75, 126, 225, 182, 138, 54, 202, 226, 68, 185, 181"
15695,"178, 145, 197, 208, 44, 276, 249, 234, 164, 158, 241, 154"
15696,"112, 185, 125, 215, 224, 191, 296, 263, 298, 228, 292, 279"
15697,"43, 57, 300, 168, 253, 30, 271, 126, 68, 105, 150, 41"
15698,"224, 157, 205, 299, 275, 31, 137, 54, 35, 226, 194, 55"
15699,"43, 298, 87, 150, 244, 139, 259, 130, 244, 150, 118, 67"
15700,"108, 48, 245, 104, 171, 30, 146, 254, 131, 107, 51, 148"
15701,"68, 38, 136, 151, 297, 247, 216, 160, 229, 278, 187, 83"
15702,"221, 182, 215, 186, 96, 167, 138, 47, 249, 62, 93, 42"
15703,"176, 108, 87, 222, 57, 182, 49, 58, 278, 102, 249, 114"
15704,"138, 265, 279, 232, 279, 223, 216, 205, 59, 37, 87, 225"
15705,"66, 271, 275, 42, 74, 255, 87, 207, 291, 83, 276, 60"
15706,"188, 88, 297, 40, 245, 74, 43, 45, 99, 121, 142, 295"
15707,"252, 46, 219, 65, 70, 256, 181, 121, 200, 154, 208, 233"
15708,"269, 76, 41, 76, 185, 146, 234, 218, 200, 192, 145, 67"
15709,"219, 180, 281, 284, 285, 108, 43, 273, 160, 197, 65, 255"
15710,"130, 149, 44, 42, 267, 214, 285, 288, 291, 285, 38, 39"
15711,"299, 128, 46, 86, 140, 90, 160, 198, 94, 136, 213, 128"
15712,"50, 262, 300, 154, 226, 297, 100, 34, 205, 92, 194, 278"
15713,"242, 49, 175, 251, 263, 108, 299, 261, 148, 122, 186, 283"
15714,"123, 188, 125, 240, 124, 249, 187, 108, 150, 74, 148, 95"
15715,"182, 88, 283, 148, 81, 173, 177, 122, 137, 240, 50, 113"
15716,"150, 216, 244, 207, 172, 265, 233, 49, 52, 149, 294, 274"
15717,"88, 114, 147, 64, 45, 96, 63, 261, 43, 286, 233, 128"
15718,"187, 113, 35, 198, 53, 144, 248, 223, 218, 39, 252, 77"
15719,"137, 284, 207, 45, 268, 267, 205, 39, 159, 37, 106, 147"
15720,"262, 243, 202, 39, 187, 218, 210, 115, 247, 111, 110, 276"
15721,"89, 197, 38, 266, 116, 283, 124, 81, 172, 128, 106, 121"
15722,"252, 159, 272, 188, 148, 292, 78, 206, 51, 60, 212, 292"
15723,"248, 255, 44, 207, 268, 198, 282, 135, 150, 211, 133, 267"
15724,"200, 36, 59, 144, 279, 110, 54, 159, 113, 199, 69, 153"
15725,"294, 33, 89, 216, 104, 129, 200, 143, 100, 143, 220, 77"
15726,"287, 229, 299, 265, 42, 166, 77, 137, 137, 97, 170, 62"
15727,"297, 195, 230, 287, 122, 269, 276, 189, 222, 183, 129, 141"
15728,"106, 169, 66, 94, 76, 78, 242, 99, 36, 150, 38, 243"
15729,"64, 219, 234, 122, 222, 53, 190, 269, 241, 138, 274, 185"
15730,"213, 278, 176, 296, 92, 105, 122, 235, 93, 232, 143, 71"
15731,"155, 56, 41, 92, 276, 215, 201, 128, 71, 160, 225, 121"
15732,"293, 49, 263, 231, 104, 101, 121, 270, 77, 61, 296, 78"
15733,"118, 43, 184, 75, 51, 181, 106, 235, 271, 258, 81, 231"
15734,"165, 176, 130, 195, 142, 55, 155, 63, 118, 65, 32, 254"
15735,"292, 101, 95, 230, 54, 223, 36, 211, 187, 201, 167, 253"
15736,"250, 46, 160, 215, 298, 294, 159, 157, 85, 246, 160, 143"
15737,"207, 168, 222, 207, 170, 63, 69, 125, 155, 115, 135, 267"
15738,"65, 124, 108, 40, 206, 33, 240, 250, 289, 81, 191, 279"
15739,"58, 64, 151, 217, 289, 231, 252, 92, 39, 222, 217, 212"
15740,"281, 141, 46, 258, 280, 186, 168, 286, 274, 258, 145, 295"
15741,"122, 219, 121, 298, 42, 108, 294, 70, 49, 160, 131, 192"
15742,"267, 65, 159, 292, 248, 179, 142, 270, 243, 83, 291, 147"
15743,"108, 54, 182, 255, 251, 93, 58, 73, 260, 119, 170, 228"
15744,"146, 281, 188, 300, 46, 78, 236, 288, 181, 274, 142, 220"
15745,"47, 200, 81, 190, 251, 182, 197, 289, 126, 204, 276, 129"
15746,"293, 93, 284, 194, 97, 254, 276, 209, 183, 175, 271, 102"
15747,"270, 163, 211, 198, 48, 111, 145, 283, 224, 142, 275, 74"
15748,"212, 147, 153, 112, 226, 50, 162, 264, 264, 246, 90, 189"
15749,"96, 232, 131, 241, 257, 158, 217, 89, 261, 138, 89, 131"
15750,"170, 261, 204, 142, 222, 126, 223, 125, 76, 44, 117, 168"
15751,"91, 197, 229, 30, 52, 56, 281, 239, 77, 128, 292, 280"
15752,"236, 226, 139, 43, 211, 167, 153, 72, 207, 52, 153, 282"
15753,"265, 211, 163, 227, 170, 31, 177, 79, 53, 128, 149, 129"
15754,"121, 69, 293, 173, 164, 283, 282, 175, 44, 298, 51, 83"
15755,"238, 47, 247, 167, 276, 224, 184, 139, 219, 183, 127, 69"
15756,"167, 119, 72, 67, 92, 131, 278, 240, 276, 57, 231, 263"
15757,"170, 47, 36, 187, 37, 32, 192, 90, 215, 281, 290, 268"
15758,"32, 170, 123, 110, 293, 139, 169, 138, 161, 250, 123, 290"
15759,"80, 299, 129, 74, 242, 139, 257, 76, 115, 116, 217, 103"
15760,"196, 272, 177, 68, 256, 30, 208, 139, 79, 277, 167, 108"
15761,"241, 50, 122, 217, 281, 260, 110, 192, 68, 50, 268, 159"
15762,"138, 160, 136, 90, 114, 82, 163, 179, 186, 209, 232, 170"
15763,"198, 160, 165, 300, 55, 85, 85, 133, 262, 249, 227, 101"
15764,"62, 126, 66, 299, 297, 247, 34, 206, 146, 137, 274, 71"
15765,"243, 94, 164, 188, 124, 113, 37, 115, 280, 72, 223, 88"
15766,"154, 226, 294, 75, 266, 38, 289, 233, 271, 62, 172, 213"
15767,"198, 271, 281, 195, 223, 284, 113, 148, 246, 61, 102, 126"
15768,"210, 218, 176, 285, 110, 238, 102, 65, 124, 150, 145, 191"
15769,"111, 261, 271, 88, 158, 57, 46, 135, 68, 57, 221, 288"
15770,"196, 265, 105, 235, 291, 35, 256, 246, 130, 235, 47, 199"
15771,"223, 80, 297, 82, 50, 294, 121, 281, 272, 246, 240, 221"
15772,"77, 265, 236, 106, 68, 49, 76, 197, 109, 64, 87, 50"
15773,"36, 170, 41, 147, 211, 231, 235, 217, 184, 86, 88, 98"
15774,"215, 204, 279, 215, 283, 222, 122, 98, 245, 198, 273, 209"
15775,"114, 76, 175, 155, 208, 94, 180, 37, 95, 168, 169, 246"
15776,"167, 80, 105, 77, 251, 121, 238, 34, 191, 124, 39, 172"
15777,"121, 212, 258, 91, 258, 172, 95, 170, 47, 103, 154, 262"
15778,"212, 269, 140, 263, 63, 142, 87, 287, 245, 82, 63, 188"
15779,"61, 90, 48, 61, 278, 217, 41, 153, 279, 217, 187, 104"
15780,"53, 235, 117, 111, 168, 205, 83, 160, 234, 169, 275, 205"
15781,"155, 209, 85, 251, 277, 203, 238, 267, 82, 44, 210, 197"
15782,"186, 279, 267, 174, 175, 258, 145, 178, 45, 32, 218, 175"
15783,"204, 175, 275, 85, 196, 133, 92, 213, 89, 285, 252, 192"
15784,"70, 78, 187, 232, 276, 244, 34, 83, 94, 92, 125, 243"
15785,"291, 164, 237, 185, 172, 65, 41, 222, 70, 118, 141, 261"
15786,"148, 212, 215, 141, 190, 101, 133, 62, 150, 77, 76, 32"
15787,"233, 118, 222, 141, 44, 137, 277, 226, 149, 157, 95, 267"
15788,"238, 178, 293, 261, 242, 100, 180, 243, 117, 192, 144, 34"
15789,"257, 153, 169, 185, 62, 106, 170, 139, 162, 79, 83, 150"
15790,"259, 38, 82, 51, 265, 101, 110, 197, 124, 203, 60, 273"
15791,"120, 174, 103, 65, 40, 143, 40, 216, 121, 286, 232, 123"
15792,"213, 125, 222, 248, 51, 298, 52, 226, 151, 220, 92, 90"
15793,"140, 152, 39, 76, 300, 58, 48, 93, 75, 108, 165, 80"
15794,"104, 104, 211, 74, 200, 167, 58, 39, 275, 60, 65, 38"
15795,"214, 114, 286, 202, 245, 200, 216, 280, 32, 193, 44, 207"
15796,"159, 227, 39, 182, 51, 281, 274, 200, 264, 176, 235, 183"
15797,"206, 63, 146, 222, 61, 199, 136, 121, 154, 43, 162, 70"
15798,"212, 156, 160, 257, 170, 268, 57, 44, 277, 152, 114, 184"
15799,"65, 274, 31, 143, 53, 298, 254, 224, 64, 103, 251, 86"
15800,"123, 92, 210, 232, 240, 128, 255, 240, 298, 64, 212, 243"
15801,"252, 291, 41, 278, 276, 113, 199, 267, 68, 263, 99, 151"
15802,"149, 41, 127, 263, 95, 200, 45, 184, 74, 241, 134, 154"
15803,"203, 120, 63, 295, 265, 133, 138, 196, 254, 235, 117, 252"
15804,"32, 213, 204, 90, 183, 129, 70, 90, 103, 216, 99, 100"
15805,"58, 111, 272, 199, 268, 112, 75, 199, 67, 74, 225, 143"
15806,"299, 57, 67, 65, 208, 292, 51, 138, 68, 294, 146, 69"
15807,"239, 51, 169, 184, 299, 263, 45, 279, 265, 291, 40, 39"
15808,"39, 267, 170, 148, 206, 114, 229, 75, 61, 252, 198, 239"
15809,"217, 231, 292, 231, 121, 199, 215, 118, 213, 83, 243, 196"
15810,"280, 86, 94, 263, 66, 95, 149, 292, 190, 275, 49, 210"
15811,"52, 226, 68, 69, 111, 200, 199, 40, 155, 93, 111, 216"
15812,"147, 238, 260, 180, 154, 123, 275, 292, 88, 104, 293, 153"
15813,"34, 211, 224, 264, 293, 271, 270, 198, 176, 255, 141, 227"
15814,"278, 110, 282, 245, 235, 49, 70, 175, 115, 129, 292, 141"
15815,"118, 190, 275, 226, 300, 158, 89, 289, 265, 180, 93, 51"
15816,"233, 106, 31, 96, 148, 86, 195, 178, 223, 102, 167, 124"
15817,"173, 214, 247, 31, 176, 169, 193, 218, 194, 67, 30, 218"
15818,"89, 202, 197, 275, 155, 217, 136, 213, 108, 275, 36, 123"
15819,"214, 50, 293, 40, 281, 276, 261, 64, 159, 197, 282, 160"
15820,"36, 203, 181, 275, 294, 234, 109, 290, 291, 219, 224, 262"
15821,"268, 196, 131, 161, 245, 241, 195, 207, 283, 286, 247, 61"
15822,"169, 251, 92, 62, 253, 257, 236, 281, 254, 214, 81, 180"
15823,"99, 232, 299, 202, 258, 255, 144, 166, 77, 64, 151, 203"
15824,"247, 223, 85, 182, 160, 33, 63, 238, 272, 161, 156, 187"
15825,"203, 195, 66, 145, 109, 30, 195, 198, 156, 174, 235, 33"
15826,"118, 40, 52, 265, 298, 271, 34, 208, 157, 256, 78, 295"
15827,"75, 101, 265, 244, 92, 260, 62, 142, 177, 199, 155, 295"
15828,"125, 283, 100, 135, 296, 300, 90, 97, 214, 274, 209, 231"
15829,"160, 50, 161, 39, 187, 114, 265, 186, 233, 295, 251, 225"
15830,"297, 111, 186, 244, 179, 48, 104, 33, 248, 225, 135, 33"
15831,"271, 51, 84, 202, 255, 64, 145, 195, 244, 254, 214, 94"
15832,"148, 196, 219, 131, 91, 88, 269, 32, 277, 206, 251, 284"
15833,"173, 46, 211, 247, 151, 127, 186, 193, 277, 156, 95, 127"
15834,"175, 216, 146, 217, 220, 51, 181, 114, 116, 227, 160, 148"
15835,"255, 33, 196, 299, 111, 189, 226, 267, 38, 164, 203, 220"
15836,"248, 201, 151, 100, 186, 89, 252, 49, 60, 49, 264, 228"
15837,"266, 233, 249, 157, 48, 166, 278, 117, 138, 143, 124, 135"
15838,"166, 256, 163, 120, 210, 115, 267, 74, 215, 163, 154, 165"
15839,"89, 89, 85, 171, 119, 46, 167, 160, 78, 160, 295, 48"
15840,"70, 132, 143, 77, 191, 132, 198, 268, 63, 271, 192, 143"
15841,"43, 65, 64, 256, 270, 299, 126, 226, 193, 119, 112, 289"
15842,"272, 118, 121, 236, 158, 77, 245, 60, 77, 37, 53, 82"
15843,"98, 103, 268, 216, 53, 156, 293, 266, 211, 134, 242, 104"
15844,"213, 115, 183, 296, 121, 270, 212, 32, 134, 151, 102, 210"
15845,"132, 245, 122, 244, 298, 63, 85, 228, 112, 55, 228, 80"
15846,"124, 209, 276, 156, 295, 293, 135, 115, 262, 164, 256, 158"
15847,"245, 43, 155, 182, 278, 289, 277, 137, 245, 80, 129, 51"
15848,"66, 59, 240, 281, 165, 113, 58, 73, 55, 92, 176, 162"
15849,"57, 229, 122, 208, 33, 184, 233, 273, 222, 244, 177, 104"
15850,"159, 75, 56, 116, 230, 152, 145, 203, 199, 287, 293, 105"
15851,"272, 246, 290, 139, 292, 145, 164, 238, 142, 171, 108, 134"
15852,"124, 169, 112, 279, 268, 89, 45, 156, 300, 174, 266, 144"
15853,"222, 61, 79, 234, 212, 89, 287, 89, 34, 186, 30, 55"
15854,"258, 73, 224, 103, 228, 80, 289, 152, 171, 92, 249, 195"
15855,"128, 47, 182, 81, 154, 166, 197, 279, 77, 106, 143, 60"
15856,"169, 133, 89, 223, 122, 237, 114, 176, 268, 161, 158, 69"
15857,"260, 135, 179, 218, 79, 39, 103, 169, 167, 92, 173, 253"
15858,"294, 267, 292, 83, 193, 216, 282, 95, 297, 37, 147, 234"
15859,"212, 131, 203, 132, 61, 250, 76, 53, 161, 267, 70, 61"
15860,"199, 76, 226, 271, 181, 198, 48, 218, 78, 285, 281, 215"
15861,"269, 179, 75, 196, 259, 236, 97, 215, 221, 189, 39, 104"
15862,"264, 71, 277, 194, 292, 92, 213, 296, 274, 118, 53, 58"
15863,"105, 227, 94, 72, 151, 39, 211, 164, 265, 223, 94, 50"
15864,"127, 164, 259, 176, 135, 299, 186, 56, 153, 275, 185, 83"
15865,"78, 193, 158, 69, 207, 280, 58, 155, 221, 48, 237, 50"
15866,"75, 31, 61, 214, 37, 130, 250, 133, 61, 235, 134, 249"
15867,"86, 72, 61, 264, 105, 291, 82, 162, 251, 277, 121, 279"
15868,"236, 32, 55, 246, 127, 293, 63, 249, 217, 250, 294, 289"
15869,"147, 40, 48, 114, 74, 265, 213, 182, 101, 85, 252, 292"
15870,"68, 257, 71, 199, 127, 260, 300, 54, 71, 188, 211, 164"
15871,"144, 128, 198, 257, 167, 67, 259, 241, 102, 230, 278, 251"
15872,"40, 241, 129, 66, 257, 60, 202, 135, 181, 286, 261, 255"
15873,"199, 193, 223, 55, 196, 158, 121, 90, 70, 263, 119, 133"
15874,"198, 112, 134, 65, 277, 177, 244, 280, 203, 247, 279, 100"
15875,"206, 236, 220, 209, 134, 62, 161, 278, 151, 290, 95, 193"
15876,"244, 109, 185, 196, 33, 133, 93, 186, 260, 176, 154, 38"
15877,"182, 213, 82, 108, 85, 120, 107, 174, 195, 278, 295, 181"
15878,"106, 289, 62, 158, 45, 231, 272, 287, 142, 274, 35, 257"
15879,"211, 186, 153, 47, 130, 257, 30, 136, 126, 202, 220, 162"
15880,"242, 134, 141, 291, 152, 115, 94, 271, 273, 128, 105, 163"
15881,"236, 100, 192, 288, 219, 118, 258, 90, 71, 165, 67, 246"
15882,"96, 213, 196, 43, 250, 128, 135, 152, 264, 191, 234, 191"
15883,"77, 237, 280, 248, 200, 185, 162, 266, 187, 76, 150, 88"
15884,"143, 148, 282, 155, 295, 148, 144, 156, 142, 276, 221, 251"
15885,"132, 31, 39, 206, 30, 71, 35, 171, 279, 217, 114, 107"
15886,"288, 143, 209, 152, 294, 262, 50, 124, 108, 208, 167, 45"
15887,"214, 53, 300, 164, 196, 281, 207, 242, 53, 140, 122, 103"
15888,"79, 126, 225, 54, 130, 64, 217, 192, 166, 140, 260, 253"
15889,"127, 277, 79, 76, 61, 196, 85, 50, 194, 63, 175, 260"
15890,"34, 54, 247, 112, 267, 205, 123, 57, 45, 83, 261, 254"
15891,"265, 43, 248, 54, 105, 41, 218, 216, 182, 152, 130, 112"
15892,"103, 238, 34, 52, 300, 195, 99, 108, 298, 262, 80, 57"
15893,"190, 274, 153, 69, 283, 194, 122, 257, 134, 75, 267, 133"
15894,"119, 162, 234, 122, 140, 149, 291, 280, 239, 83, 253, 52"
15895,"103, 116, 115, 83, 154, 91, 224, 165, 34, 109, 118, 259"
15896,"174, 119, 56, 35, 84, 40, 102, 260, 65, 82, 55, 142"
15897,"126, 96, 106, 158, 206, 271, 172, 94, 188, 162, 125, 97"
15898,"267, 193, 108, 300, 126, 69, 139, 60, 165, 37, 250, 138"
15899,"280, 268, 182, 150, 216, 233, 188, 288, 106, 182, 48, 290"
15900,"146, 189, 145, 115, 142, 248, 120, 158, 50, 290, 212, 108"
15901,"242, 97, 202, 192, 185, 241, 199, 268, 112, 30, 97, 43"
15902,"71, 178, 235, 148, 137, 113, 278, 188, 216, 138, 115, 57"
15903,"122, 210, 55, 144, 117, 258, 239, 174, 277, 222, 133, 74"
15904,"132, 167, 94, 33, 37, 109, 250, 80, 135, 235, 280, 282"
15905,"50, 271, 76, 262, 232, 274, 76, 162, 75, 219, 154, 264"
15906,"121, 257, 181, 123, 111, 142, 199, 38, 226, 209, 251, 204"
15907,"274, 64, 168, 31, 255, 247, 275, 273, 200, 173, 107, 212"
15908,"225, 153, 219, 166, 264, 167, 130, 261, 92, 154, 149, 168"
15909,"73, 223, 232, 282, 121, 234, 162, 161, 131, 235, 181, 34"
15910,"127, 39, 282, 242, 35, 186, 62, 140, 144, 258, 170, 81"
15911,"49, 209, 109, 181, 76, 294, 101, 84, 44, 286, 279, 234"
15912,"257, 74, 283, 227, 197, 94, 33, 147, 239, 223, 213, 237"
15913,"118, 273, 160, 253, 84, 247, 288, 137, 132, 248, 246, 276"
15914,"199, 292, 192, 209, 93, 64, 231, 83, 234, 213, 61, 253"
15915,"35, 282, 80, 277, 282, 270, 93, 155, 52, 98, 35, 99"
15916,"300, 101, 146, 111, 212, 153, 294, 79, 64, 231, 243, 62"
15917,"179, 181, 199, 159, 109, 106, 51, 259, 72, 236, 297, 51"
15918,"210, 163, 183, 293, 162, 143, 182, 91, 39, 112, 69, 84"
15919,"295, 152, 93, 270, 256, 87, 143, 41, 80, 63, 170, 146"
15920,"64, 216, 114, 213, 188, 283, 113, 216, 118, 130, 107, 254"
15921,"232, 260, 155, 271, 256, 193, 86, 270, 39, 173, 224, 69"
15922,"81, 114, 94, 151, 142, 120, 256, 173, 61, 246, 277, 92"
15923,"124, 140, 57, 248, 104, 187, 255, 101, 285, 85, 138, 155"
15924,"231, 265, 226, 31, 65, 151, 251, 79, 91, 256, 68, 105"
15925,"173, 41, 122, 190, 73, 60, 114, 221, 142, 223, 195, 56"
15926,"129, 225, 188, 214, 134, 201, 92, 74, 83, 141, 257, 124"
15927,"58, 32, 103, 61, 100, 60, 233, 256, 197, 226, 111, 55"
15928,"103, 43, 178, 261, 66, 199, 272, 121, 165, 226, 241, 172"
15929,"242, 128, 97, 125, 130, 69, 145, 286, 224, 273, 105, 179"
15930,"116, 249, 279, 118, 128, 69, 47, 179, 73, 228, 177, 259"
15931,"51, 244, 247, 130, 52, 165, 297, 187, 35, 37, 259, 91"
15932,"93, 244, 79, 292, 101, 168, 259, 189, 73, 180, 31, 275"
15933,"172, 85, 246, 216, 180, 49, 105, 110, 211, 272, 195, 81"
15934,"190, 190, 109, 49, 97, 270, 211, 227, 218, 53, 58, 273"
15935,"183, 134, 211, 273, 191, 180, 266, 236, 181, 283, 56, 198"
15936,"292, 170, 180, 154, 218, 255, 106, 287, 194, 95, 70, 137"
15937,"180, 85, 239, 263, 158, 240, 85, 103, 237, 81, 263, 259"
15938,"79, 67, 260, 280, 38, 199, 167, 92, 76, 93, 177, 107"
15939,"282, 71, 128, 216, 149, 78, 127, 235, 282, 257, 81, 288"
15940,"238, 276, 69, 265, 157, 212, 30, 76, 44, 188, 60, 215"
15941,"218, 222, 60, 295, 124, 32, 39, 189, 144, 116, 96, 137"
15942,"193, 197, 239, 276, 70, 164, 93, 247, 217, 261, 182, 89"
15943,"283, 168, 282, 238, 158, 188, 278, 120, 108, 293, 240, 98"
15944,"194, 232, 273, 226, 74, 44, 257, 141, 138, 60, 109, 296"
15945,"129, 35, 257, 125, 133, 30, 277, 184, 182, 148, 102, 187"
15946,"214, 199, 59, 201, 300, 50, 45, 65, 149, 156, 293, 81"
15947,"215, 224, 236, 219, 261, 98, 126, 286, 240, 177, 163, 39"
15948,"92, 177, 219, 101, 270, 127, 85, 166, 110, 30, 58, 300"
15949,"257, 75, 253, 72, 46, 278, 123, 58, 214, 165, 103, 278"
15950,"205, 50, 53, 95, 75, 38, 53, 264, 81, 216, 71, 192"
15951,"291, 272, 204, 51, 127, 60, 43, 37, 245, 239, 92, 190"
