WellId,WellValueA,WellValueB,WellValueC,WellExpensesA,WellExpensesB,WellExpensesC,WellRankA,WellRankB,WellRankC,WellGroupCode,IsValidCode,OptimalBuyingMonth,OptimalSellingMonth
12945,406,433,423,0,0,30,10046,1556,17567,eccahec,0,7,11
12946,467,115,910,73,31,67,4760,4176,7884,hffcdhb,1,0,8
12947,50,258,505,0,93,57,17664,6145,16048,ddcfcfc,0,1,9
12948,715,740,307,0,0,27,17543,18123,6991,defeeea,0,0,4
12949,749,561,921,39,59,60,19933,4666,3834,fhdhbch,1,10,11
12950,150,759,695,77,0,60,11496,7094,2209,dgcbdfg,1,8,11
12951,298,687,338,0,0,0,10509,13789,6809,hbfdacc,1,3,5
12952,450,15,799,90,0,33,13315,6631,19619,gagedah,1,3,9
12953,333,407,787,94,0,0,7499,1511,3685,cehfdgc,1,8,9
12954,152,976,292,26,0,36,9526,4140,2511,cfdbggg,1,0,6
12955,378,824,963,15,90,0,7035,16630,15948,gfedfcb,1,1,2
12956,706,234,727,0,0,57,19310,16788,5429,agegheh,0,4,5
12957,409,537,151,91,99,57,10615,2576,5561,bcdgddb,0,1,6
12958,271,687,782,74,32,72,14737,10215,10492,fchbceb,1,3,8
12959,138,130,837,72,20,36,6692,13426,5827,aaeahab,0,2,4
12960,624,445,666,31,0,31,19646,5916,10264,daeddgd,0,0,1
12961,151,366,448,63,39,0,2326,1831,7548,cgffgab,1,10,11
12962,168,20,387,77,0,96,9822,11751,11584,hahhffb,0,8,9
12963,730,258,615,36,16,0,9564,18269,16762,gbacecc,1,3,8
12964,356,954,296,100,69,80,17724,4469,9747,feafdbb,1,8,9
12965,35,460,193,25,25,80,10994,19903,18860,edaaadb,0,2,4
12966,592,783,627,32,77,0,18563,7185,18403,fcffafb,0,1,10
12967,89,427,979,0,0,71,5206,8587,14844,acgddfd,1,3,6
12968,409,691,182,73,0,37,17729,15680,17367,fdeaehc,1,4,5
12969,546,823,919,23,0,58,18065,9296,13721,haeaeaf,0,10,11
12970,595,937,957,24,98,91,3700,15236,2380,dbhacha,1,5,10
12971,499,285,181,21,0,76,4865,6851,1761,gfagbdf,1,0,2
12972,359,87,457,0,0,94,2208,7714,10693,hfedadh,1,0,7
12973,314,459,435,0,0,0,3615,13869,6718,dgfafeb,1,4,6
12974,547,465,572,96,18,0,8151,12775,11911,gacagbg,0,1,8
12975,895,162,558,55,39,75,17641,13976,10120,dddgdfg,0,0,6
12976,829,148,336,99,0,0,11391,18460,8453,hhghdgc,0,4,10
12977,300,343,336,0,0,90,11590,2189,17526,hfbffhh,0,10,11
12978,622,922,777,72,16,70,6343,14278,11667,fefhhdc,1,8,10
12979,711,677,508,0,67,60,5014,17958,801,hhcghhe,0,2,6
12980,810,943,410,0,0,78,8364,13041,8450,hehabbb,0,4,8
12981,58,831,558,36,28,72,18626,10458,16365,facdhhg,1,6,8
12982,969,691,461,63,94,91,9268,741,1770,chhecdd,0,7,9
12983,910,241,876,90,0,97,531,14120,14245,cbhefef,1,8,9
12984,179,509,787,0,0,0,4671,6223,9095,fafbfeh,1,7,9
12985,598,969,600,93,64,17,11923,14145,16256,afdeade,0,3,8
12986,641,480,588,0,30,0,15000,9127,16627,dhdchde,0,0,10
12987,39,923,479,66,0,39,9287,7529,17029,adebfef,1,7,9
12988,353,202,137,0,0,72,947,4467,11900,ffbgbba,0,2,10
12989,830,973,395,77,57,0,14425,17621,18114,gaddega,0,6,10
12990,381,197,652,0,0,92,611,16859,13715,edfchcd,1,9,10
12991,277,924,305,35,16,67,16162,18489,9874,bcfbgcd,1,8,9
12992,117,514,212,36,77,100,13097,4270,17907,hfhheea,0,6,7
12993,92,674,353,96,76,0,6885,18000,2057,bfdbacf,1,5,9
12994,162,751,716,23,94,34,2325,18694,19187,fbfhbca,1,6,11
12995,914,409,929,21,28,80,14670,10103,9036,egfffgf,0,0,1
12996,826,552,56,99,55,0,19716,10280,5854,hccecfe,0,5,7
12997,928,352,470,0,73,0,645,8399,9403,acdhcgc,1,3,5
12998,893,358,76,25,57,31,2907,2804,12203,ebghfag,1,4,9
12999,745,366,193,0,22,27,15626,2114,3044,fhcbffb,0,4,8
13000,925,765,973,75,63,30,12181,15012,19972,abhfgac,1,4,11
13001,833,306,140,91,0,0,4685,13086,11445,bdedfea,1,0,5
13002,229,986,673,0,0,64,18805,16039,10704,fhcagae,1,0,5
13003,550,974,158,74,89,26,6475,1497,9132,ebbfaca,1,3,7
13004,687,744,601,89,0,0,19278,12161,12116,afgfghg,0,1,11
13005,303,773,755,29,58,72,11540,8674,16061,chhbgbf,1,6,10
13006,169,674,149,24,0,93,12677,13962,16552,ahhgbba,0,9,11
13007,882,363,882,0,70,0,6995,2939,6930,bacfdec,1,1,5
13008,261,559,831,0,0,100,11747,14414,766,chgacbf,1,4,7
13009,471,942,553,0,74,94,13296,11942,3873,ggfbead,1,9,10
13010,84,895,77,19,28,89,17656,19428,4183,gffhhfe,0,1,3
13011,442,304,244,66,0,35,9226,14246,7260,fgbhdhc,1,9,11
13012,495,258,156,76,75,33,19963,18964,18389,gfhcegh,1,1,7
13013,654,303,719,0,34,94,3535,1952,13237,gfhhdgb,1,7,9
13014,523,485,980,0,74,62,16960,14474,7956,hchadeb,1,7,8
13015,531,339,835,37,0,69,15888,2949,2882,fecgcda,1,3,7
13016,858,558,995,0,72,0,15101,6472,14068,bgeaafh,1,1,3
13017,262,271,277,92,0,95,6950,7592,19915,gaefcgb,1,1,3
13018,386,790,245,0,0,0,17272,7894,18307,bcbbfaa,0,5,7
13019,95,715,324,90,0,64,11926,17288,19457,hebgcdb,1,0,1
13020,748,908,574,24,97,34,2709,14011,17074,efdcbce,1,5,7
13021,948,257,645,0,0,70,14207,11877,5209,gbbhcaf,1,6,7
13022,602,144,954,0,0,0,17747,6709,17458,hddcfdh,0,1,6
13023,886,676,712,76,35,89,5617,5070,19125,cadbfba,1,0,8
13024,352,369,697,29,32,30,9250,9811,12406,ebdchhf,1,7,11
13025,908,492,162,57,62,98,19782,3738,9724,fhebcaf,1,0,6
13026,875,152,232,0,37,70,14412,619,925,cbfbgah,1,5,8
13027,881,943,78,0,66,0,2595,9694,15407,fcdbeeg,1,0,3
13028,941,963,656,0,20,30,8301,2606,14169,aacaede,0,0,9
13029,737,786,257,58,30,0,6381,7671,4348,gaecfgc,1,0,8
13030,218,908,119,27,0,35,5892,19681,5809,bcdagge,1,9,10
13031,557,674,697,18,0,0,18869,10474,1870,dchbdhc,0,5,9
13032,715,808,518,94,0,22,8442,9236,5389,effbcfb,0,7,11
13033,145,457,30,0,36,0,17669,11460,18703,bfegbdg,1,10,11
13034,663,405,856,0,99,0,10986,5188,17884,efedhdf,0,2,9
13035,185,883,787,0,0,0,14932,10808,16371,aacgfcc,0,0,3
13036,739,52,235,89,15,77,5334,9445,9881,bcffabh,1,8,9
13037,256,125,301,30,78,0,8081,15765,18150,cfchbag,1,5,6
13038,163,815,655,18,38,39,15826,18564,5914,ddcfegc,1,3,11
13039,182,607,215,64,0,0,1276,17834,2752,addgaca,0,7,11
13040,714,161,773,21,76,65,18092,3494,15926,adggfca,1,8,10
13041,578,236,704,0,56,92,16616,19873,9231,afhacah,0,6,7
13042,148,662,37,99,0,61,12835,10570,13048,hhhhgeh,0,4,8
13043,80,563,340,64,0,64,1011,17252,13646,ehbgccg,1,5,8
13044,325,778,199,97,16,58,2069,8796,18096,dbfeebc,1,8,10
13045,375,376,549,39,24,0,1885,15694,7306,fgdhbgh,1,3,11
13046,563,883,354,22,0,95,10195,4445,5076,ggebddf,1,6,10
13047,35,129,489,0,0,0,6569,16928,15461,daahhfa,0,1,6
13048,324,557,456,0,101,93,3858,12413,19155,cddfcbb,0,3,4
13049,143,264,65,38,28,16,12888,15324,8005,ahefabe,1,4,7
13050,705,883,202,0,92,79,10147,10689,13930,cdhbagh,1,2,9
13051,383,64,172,76,29,0,17100,8834,10108,aacdfbg,1,9,11
13052,435,255,447,0,0,0,4794,16131,18056,ffadabh,1,4,11
13053,979,355,882,16,19,30,835,11943,6314,fgbafff,0,4,8
13054,230,416,805,0,0,0,18788,9554,8242,eddbceb,0,10,11
13055,699,95,264,69,0,0,10501,16960,7960,chfbgba,1,3,7
13056,308,847,312,101,90,0,13171,2801,13913,bchbfhc,0,0,5
13057,962,494,860,22,56,0,18337,7493,6559,aadgegh,1,6,8
13058,995,879,501,0,101,34,10920,17889,19337,agbbccb,0,2,10
13059,978,927,248,80,80,61,10933,15073,14354,fbcebfg,1,1,9
13060,185,378,959,17,0,18,6098,16139,15109,egaegbh,1,6,11
13061,192,995,326,0,0,71,12785,8346,10653,fbhggeb,1,7,10
13062,136,421,967,80,0,37,18082,2873,13723,gcefbfb,1,3,9
13063,895,391,178,0,66,22,9535,1562,7644,fhfgeac,1,6,7
13064,608,273,901,20,32,0,8189,3834,9500,acgadfa,1,5,8
13065,399,329,25,0,17,0,17975,18795,18203,gdbecfg,1,5,7
13066,628,578,401,0,0,74,5220,10711,4219,fgaagdd,0,0,1
13067,910,711,280,55,0,61,14478,2116,19417,dccaaea,0,3,8
13068,54,203,81,24,70,0,13916,18247,12073,gfcchhf,0,8,10
13069,227,538,478,22,0,57,2386,15620,6819,achceea,0,10,11
13070,180,986,739,0,61,68,1082,17911,5382,hbbhehf,0,7,11
13071,106,514,845,0,24,66,17190,16069,3010,chhghae,1,2,8
13072,302,624,623,56,0,94,15119,11741,2819,afbdbgh,1,0,6
13073,67,844,24,101,100,0,19380,2802,2056,ccghegc,0,8,10
13074,53,948,691,63,99,30,12393,17907,3047,daehhga,1,4,10
13075,126,503,878,0,25,75,2417,15138,13554,efebdga,1,8,9
13076,529,165,929,0,75,92,9022,1237,16279,fgafedb,1,5,11
13077,468,476,493,0,38,31,16838,15538,9244,eachaaa,0,0,4
13078,589,768,472,0,27,73,13787,6665,17465,hhfhagc,1,9,10
13079,576,972,590,71,23,21,8366,10381,2332,fbcdcgh,1,6,9
13080,401,606,817,0,0,67,5705,2568,9934,fgbdefa,1,2,9
13081,349,652,448,25,73,0,19514,1680,16839,ceeeghc,0,7,9
13082,554,773,336,0,35,59,5454,15830,12635,dadgdae,0,2,6
13083,207,818,708,0,0,27,13814,19273,10610,cedhfcd,1,4,5
13084,318,21,780,32,31,75,8495,2053,4544,baadaeh,1,8,9
13085,19,404,848,0,0,96,18368,16991,1026,hebgecg,1,6,9
13086,325,996,147,0,37,0,2356,18330,9918,ahhhfag,0,3,9
13087,85,385,869,0,93,0,11967,16050,7740,hdahebb,1,8,10
13088,628,78,991,0,0,73,13405,16022,15967,hbchgbb,0,4,5
13089,446,532,481,34,19,34,17318,3495,15132,dcbdaaa,0,10,11
13090,900,657,664,0,0,78,9584,5218,16159,eecbbha,1,0,1
13091,163,484,266,0,98,37,17952,4688,4211,aegdbfe,1,10,11
13092,87,996,730,31,0,0,17958,9233,18637,debdeef,0,5,6
13093,854,843,758,26,37,0,3075,2499,18833,fdbhbaf,1,2,11
13094,517,797,950,33,0,79,11868,9558,15341,gabhdbf,1,5,7
13095,806,696,835,97,0,59,14403,17823,2563,efefhef,0,5,10
13096,55,624,202,66,0,61,18935,11205,6327,dfcgded,1,9,11
13097,157,669,575,30,57,70,5535,12268,5855,efheehc,0,8,11
13098,592,930,476,0,0,91,19138,13591,13366,cabefca,1,9,10
13099,723,872,438,0,31,0,12866,8145,2032,fcfhdec,1,6,10
13100,565,836,551,99,0,21,10960,8002,563,fgheffe,0,4,11
13101,993,721,894,101,97,95,13157,19577,1780,abccfhg,1,3,8
13102,377,983,864,31,0,68,2182,9411,761,cabbbhb,0,8,11
13103,689,311,728,66,96,76,5703,10137,583,hgccghb,0,3,4
13104,666,87,580,0,98,0,7972,18077,13695,adbbhcg,1,10,11
13105,34,707,295,0,30,77,6164,12323,782,ceegefb,1,3,4
13106,248,198,646,0,0,78,9322,7081,13366,cgdebab,1,5,7
13107,804,269,479,0,20,0,3925,14672,7457,fffhcaf,0,3,5
13108,994,305,158,28,60,0,17227,4339,5588,fgbcgge,1,3,8
13109,464,600,905,33,33,79,18674,3277,17196,hecheba,1,0,1
13110,561,354,230,0,97,0,7924,13469,19806,ccgcddh,0,3,4
13111,654,363,845,96,76,0,913,2246,14419,hgdfggd,0,9,10
13112,735,513,378,93,0,0,7787,8090,14708,eaageea,0,9,11
13113,487,552,869,0,78,92,4616,11983,19446,fcfdgga,1,2,5
13114,47,572,222,33,31,62,3187,9493,12618,ebdgbag,1,8,11
13115,573,896,957,0,17,0,15737,1972,16032,aehadde,0,2,5
13116,598,388,243,21,0,64,18553,9753,11571,achadag,1,2,10
13117,79,269,905,0,0,95,13653,4270,13964,cdffgbg,1,1,9
13118,609,342,772,78,0,24,1600,10038,19483,bhdafgb,1,0,8
13119,187,390,657,0,0,0,9569,10843,17020,dbebefg,1,2,5
13120,934,839,45,79,62,0,2023,9844,11381,hebabbc,1,7,11
13121,651,893,432,36,101,31,8112,1890,17941,ahehebh,0,3,11
13122,256,416,618,71,55,59,17653,6256,14351,ddgbdge,0,0,4
13123,524,980,934,29,97,94,19790,527,15067,cechfdg,1,0,6
13124,819,249,555,0,94,76,16331,7795,16661,fbgchhe,1,9,10
13125,225,934,328,92,18,32,6876,3568,4983,cgbchbg,0,10,11
13126,743,327,458,66,64,55,11171,16908,15444,edbcgef,1,5,11
13127,829,189,813,95,26,0,17973,16740,8089,aafcbgh,1,6,7
13128,948,425,694,96,24,76,10629,7227,1041,efgfhch,1,2,6
13129,938,769,676,72,98,0,8556,14880,2166,fagccbh,1,8,10
13130,278,262,76,39,63,20,12378,3631,4005,beaddea,0,6,11
13131,534,782,999,69,78,91,10752,7590,8495,hhhbagd,1,5,7
13132,370,703,92,23,33,16,19412,13190,8803,bfebaea,0,4,6
13133,440,680,822,62,65,0,6672,15147,8478,edccbdg,1,0,1
13134,178,122,658,67,94,0,8915,13784,3054,cdfdbga,1,7,8
13135,287,170,646,29,77,73,3862,2598,16261,eehbgag,1,2,5
13136,100,383,48,15,78,78,18321,12194,12624,dafccbd,1,9,10
13137,609,486,591,93,0,94,18943,14468,4124,fbebeab,0,7,9
13138,335,390,776,0,0,0,10979,1079,15280,hbeggeg,0,3,7
13139,802,297,60,95,20,78,10406,10335,13852,aefahhd,1,6,8
13140,884,434,383,34,67,0,4581,14313,18415,dfahcaf,1,8,10
13141,239,334,165,0,27,28,12170,12031,18805,ddbdcgd,0,6,7
13142,983,973,299,34,0,0,15338,8076,11558,effcehf,0,1,7
13143,33,14,735,0,64,97,11009,19845,7069,eghdbdc,1,6,11
13144,513,397,22,57,66,16,16944,3529,4239,bfaehfc,1,0,3
13145,684,456,492,34,0,0,7661,10228,13974,aefhacg,1,3,4
13146,489,553,647,55,92,0,10991,8138,16276,dbfcbhb,1,1,5
13147,157,541,119,18,79,0,4546,17370,4005,aegafff,0,1,2
13148,182,250,494,0,20,93,5760,3904,6328,fbdfcbe,1,2,5
13149,986,767,468,0,98,89,11155,3101,19440,ccgfaea,1,8,9
13150,410,919,538,15,91,27,3784,9524,8842,fgdaggd,0,6,7
13151,39,161,74,0,0,19,4290,9792,19690,aecccdg,1,9,11
13152,902,233,157,25,0,71,2010,2104,19005,gabfgcg,1,1,3
13153,15,834,852,22,0,93,14827,16032,1576,hfbgbfg,0,6,7
13154,23,506,89,0,36,33,2886,3316,18315,fafbabe,0,1,9
13155,40,632,886,70,0,74,18287,3418,3067,aehebcg,1,5,8
13156,148,379,829,0,35,0,6902,19418,7494,dfcbdef,1,7,8
13157,282,70,825,0,0,89,19592,16998,13920,aggdadg,0,7,9
13158,77,765,923,65,94,30,17962,7974,1644,fdecgag,1,5,11
13159,390,507,66,28,34,0,12269,11065,11674,eafcaef,0,6,7
13160,582,438,115,70,0,0,19109,2058,18901,cfaheba,1,5,6
13161,436,90,589,96,0,0,19137,626,17965,badafdd,0,2,5
13162,165,281,112,0,20,0,14220,3319,19413,dgbafgg,1,5,8
13163,359,486,788,101,0,93,17649,17687,17968,fddhdeh,0,4,6
13164,78,571,455,0,28,0,1915,13235,16877,efdcdgc,1,6,9
13165,498,398,951,27,0,33,3570,17873,842,cahaabg,1,8,11
13166,918,371,578,27,16,30,17738,3119,8965,ddeabgd,1,8,9
13167,650,964,789,0,60,0,9458,9320,14939,edbhdeb,0,5,8
13168,370,869,850,0,0,0,8197,3997,5619,gehcgab,1,2,5
13169,834,503,577,101,0,0,10169,7942,3669,fdceaae,1,5,7
13170,395,844,188,80,99,100,9258,19251,13190,adhgfef,1,3,4
13171,83,885,858,74,67,0,19222,17411,10145,fggbagc,1,1,8
13172,147,984,969,0,0,0,16619,2994,1212,ghfbcdf,1,7,10
13173,121,308,570,0,0,0,9475,9894,15195,gcedfdc,1,2,6
13174,195,80,538,59,0,101,4811,11345,1936,bcbcadd,0,2,5
13175,75,568,424,36,0,15,792,12097,16419,dafdgcb,1,0,4
13176,189,237,528,16,63,0,12247,11552,7697,fecedcf,0,4,7
13177,985,357,976,75,74,0,13694,6898,8153,gghbcab,1,8,10
13178,757,402,667,56,96,98,2027,7073,10351,ebedebc,0,3,10
13179,169,703,241,0,76,0,18895,4588,3641,cdaeacg,1,4,5
13180,820,92,232,0,97,24,9941,7522,15613,hfechca,1,6,8
13181,502,650,775,58,20,63,6253,16343,2736,daceghf,1,0,4
13182,885,370,823,78,15,61,6829,757,4945,fadbbgh,1,4,9
13183,29,666,429,29,70,0,14121,8078,14426,gaheghc,1,1,7
13184,90,327,229,78,23,0,7347,715,2418,daahccb,1,7,8
13185,942,748,533,30,0,94,4247,16637,10526,cbbaccd,0,7,11
13186,134,126,863,0,0,59,18327,10703,13059,bbbbdag,0,1,2
13187,865,179,288,35,0,24,16298,19841,7075,ceabfhd,1,7,10
13188,474,500,784,90,18,0,15136,9244,8700,gecdgdh,1,6,10
13189,608,132,700,0,0,91,1890,5531,11566,effccbh,1,4,8
13190,209,602,797,73,0,67,14437,4890,9522,cdddggh,0,6,8
13191,129,841,304,37,21,93,3606,1973,5432,hfeffac,1,2,7
13192,856,876,508,0,90,75,13652,11101,10974,fgceffe,0,9,10
13193,232,825,44,15,22,0,3656,19369,3232,ghhegfa,1,3,8
13194,713,187,99,101,96,31,10177,16807,8069,ahfgeab,1,6,7
13195,184,12,523,75,89,55,9847,909,11369,hcdfbfh,1,6,7
13196,926,175,724,73,26,60,6844,13378,7168,ghcabeb,1,1,7
13197,202,185,363,33,71,0,4260,13576,6415,gcddhgd,0,0,4
13198,185,276,391,0,0,76,9852,17709,8993,bbbfdfh,0,6,9
13199,153,701,204,94,78,0,14591,6932,9398,dfegcee,1,3,5
13200,270,531,23,39,0,0,14582,12151,14087,hbabfba,0,2,3
13201,488,416,65,0,64,0,8737,7936,19889,aeeeeea,0,4,5
13202,544,950,141,31,69,0,4482,1646,13255,fgfcbhd,1,1,8
13203,302,911,952,28,66,58,11101,8302,6467,cfchbbf,0,9,11
13204,199,546,346,55,0,30,5984,8099,12249,gggdcda,0,7,8
13205,474,568,185,90,0,61,2766,4164,17035,afaachd,1,1,11
13206,883,328,935,89,26,66,8127,732,11010,gagccff,0,7,8
13207,919,401,909,34,24,69,1825,5930,16793,ahgdddf,1,2,3
13208,460,365,714,15,0,65,17319,2870,6557,hhbgfgh,0,6,7
13209,986,496,263,0,34,101,19397,17658,19972,edgcgeg,0,7,10
13210,975,469,761,0,73,73,1581,8893,629,gagbeef,1,0,4
13211,300,262,791,0,0,59,5693,6183,1245,gadehee,1,2,6
13212,563,30,602,0,23,19,860,3916,2375,aadchbh,1,0,9
13213,137,46,458,0,17,91,17645,5881,4413,bacahec,1,1,5
13214,875,485,904,23,0,97,14777,5976,6512,hhhaaeh,0,5,9
13215,930,637,760,93,60,64,19942,17253,19225,cchgefa,1,8,10
13216,993,24,175,0,63,71,18816,664,14531,eaghcdb,1,0,9
13217,292,141,824,78,99,0,11999,4016,19224,ccbcgef,1,7,11
13218,992,386,504,27,27,97,4244,19400,1503,aahbeba,0,2,8
13219,604,784,28,95,15,91,16669,3642,13211,adccbac,0,1,11
13220,282,812,969,99,0,96,592,18073,17488,gchbahg,1,0,3
13221,687,955,800,25,91,0,3980,16445,8929,caaaeda,0,7,11
13222,355,660,190,20,0,65,7130,7764,9332,ghbfbce,1,8,10
13223,245,822,250,0,66,0,9214,3674,6067,dddhhcc,0,4,11
13224,987,988,73,0,0,34,6671,2538,10299,hcafbab,1,10,11
13225,701,366,624,32,77,0,18139,7690,14609,dcfbeeg,1,8,10
13226,546,976,724,91,0,0,5993,14438,2771,deegabe,1,6,8
13227,977,394,902,66,19,0,9157,4249,9628,dafhcea,1,9,10
13228,941,897,328,23,73,100,15691,4931,14289,gbbcgef,1,2,4
13229,228,309,559,34,29,23,13931,18476,16791,cdfdbbg,1,4,6
13230,642,891,885,0,60,38,16695,18334,6198,hgbgcha,1,2,8
13231,403,576,98,22,89,99,12570,4397,15813,aaccgce,0,8,9
13232,984,649,656,57,0,25,8517,4687,17798,afdbdge,1,0,9
13233,533,741,31,91,64,95,646,839,13162,dfdbada,0,9,10
13234,801,966,312,0,0,29,6272,9502,4932,fffdeda,0,4,8
13235,426,33,587,37,0,0,10057,8627,2284,habgbad,1,1,3
13236,933,82,657,71,29,0,19570,12782,12399,ddfdaga,0,5,7
13237,528,493,585,77,91,16,7058,2079,15313,bgfeeda,1,4,11
13238,203,376,631,17,0,17,17262,4126,4060,dcghhgc,0,6,7
13239,694,959,574,95,16,0,1045,14902,3659,bafdbdb,0,4,9
13240,62,673,646,0,72,0,2717,18806,19015,gacgdff,1,9,10
13241,740,545,961,94,0,96,4489,10477,6152,debeaff,1,3,6
13242,486,497,168,0,59,92,9240,16719,8225,hebdbad,1,3,6
13243,671,91,346,64,39,0,18860,4426,608,heggdce,1,9,10
13244,873,425,730,68,0,98,11770,14198,8819,bcecbca,0,5,7
13245,789,18,918,33,79,0,3787,16486,14012,cadehfa,1,1,3
13246,324,929,906,77,67,0,11443,14045,11818,dbdgddf,0,2,6
13247,144,592,552,0,20,60,8267,16188,15100,ceacabd,1,4,9
13248,889,652,50,74,0,37,16978,18675,5017,edahceh,1,1,8
13249,799,415,817,33,34,64,16984,15298,14544,chdghha,1,6,7
13250,359,102,147,0,0,39,19555,7973,16956,adefebg,1,3,9
13251,401,413,905,22,19,65,17538,9886,8047,feeaebh,1,5,6
13252,863,205,159,20,78,76,6682,2639,15696,egbggha,1,4,5
13253,789,545,100,38,0,36,15091,14930,1196,gdgbhff,1,6,8
13254,306,852,319,33,38,19,5765,9264,16417,ebaeadh,1,9,11
13255,148,722,171,0,37,0,19220,16305,5200,dghdbaf,1,0,1
13256,811,751,776,16,96,72,4864,2381,14353,geeafdd,1,7,8
13257,827,776,386,75,0,60,18177,4223,1632,aggbafa,0,1,9
13258,958,36,486,22,0,0,19544,9071,11344,egggbcd,1,2,9
13259,375,633,331,71,71,24,1115,17534,7684,edbecde,0,5,7
13260,685,706,868,21,76,17,6920,19673,14746,ceeccgh,0,4,10
13261,733,136,433,98,35,30,17451,15269,18317,aehdgdd,1,3,6
13262,439,309,712,23,72,0,15418,785,8584,fheeegd,1,4,11
13263,326,207,810,0,0,97,2233,3872,13065,dcedcga,1,4,8
13264,256,598,118,56,101,71,17483,7291,7869,adcagab,1,4,10
13265,844,234,569,59,0,0,11268,17328,16271,hgdaefe,1,0,10
13266,724,234,593,95,0,0,9244,11272,13881,gebgeeg,0,6,7
13267,139,378,666,0,0,0,19185,19375,13603,ggegeah,0,9,10
13268,721,64,677,80,34,0,5546,16770,17625,fabffef,0,4,5
13269,586,174,724,62,16,98,7787,13269,1030,bfadefa,1,10,11
13270,240,163,846,0,18,39,12347,10726,12243,bahaega,1,4,6
13271,253,737,801,0,72,0,11630,19311,3800,abedcfc,1,7,10
13272,64,408,654,73,69,93,11918,19460,3362,habhhcg,1,8,9
13273,308,139,29,35,38,101,542,8819,12814,chbhfhd,1,1,4
13274,727,372,277,0,95,57,1198,18513,10595,ffgbaeh,1,0,10
13275,858,300,301,0,56,34,2717,13880,3976,dcgedfe,1,5,8
13276,740,948,163,0,33,98,2278,17866,1479,gefgghf,0,1,4
13277,128,465,243,70,70,0,6945,3487,15085,ebgegfa,1,1,7
13278,927,555,389,65,74,0,12866,6318,16869,aebface,1,8,9
13279,343,200,142,35,34,0,5084,18164,12145,acaachh,0,7,11
13280,921,939,244,0,0,95,9733,19438,19312,fbehehb,0,7,11
13281,884,401,48,0,29,0,1645,6175,9525,caacbed,1,2,11
13282,38,165,236,0,91,19,16507,3920,5062,ceebbcg,0,3,9
13283,707,251,529,0,78,32,15794,12613,8303,hfhfdge,1,4,6
13284,389,862,277,0,0,0,6328,14939,8288,ehecdge,1,6,8
13285,471,868,316,35,0,59,5176,13740,1102,eaedfbd,1,7,11
13286,678,420,408,31,73,0,17590,15681,15561,hgbhfhc,1,7,8
13287,987,679,534,89,0,26,8528,14283,11837,feaadhe,1,4,6
13288,341,735,160,0,65,36,2988,4883,5267,hhhfehd,0,1,8
13289,970,763,166,72,62,97,14531,17355,8271,bghbbdg,0,5,7
13290,571,91,275,19,64,0,4867,5945,6923,hbadcdd,1,3,6
13291,69,201,202,0,0,59,8490,3693,11109,fbgfbfh,0,0,5
13292,267,878,707,0,0,0,6551,14470,18654,ggdbeeb,0,2,5
13293,572,267,152,70,0,24,13058,2836,8152,fgbcagf,1,0,2
13294,241,552,405,99,91,56,10315,3413,15949,ebbfeee,0,2,11
13295,614,138,987,96,19,60,18991,7110,14944,fffbdeg,1,6,7
13296,415,577,764,78,27,78,15568,12335,9166,bfhddce,1,4,6
13297,417,818,819,0,57,62,14309,6596,4521,ehcffcf,0,2,5
13298,920,255,879,57,0,0,777,1993,6525,aaghacb,1,9,11
13299,664,58,961,0,0,0,7400,12004,8318,cebfhce,1,8,10
13300,707,967,71,0,17,37,11045,13096,11362,ahdeabc,1,7,10
13301,373,202,851,30,35,95,7386,11304,12235,ehdhaeg,1,0,6
13302,934,976,919,89,0,0,11799,2705,10732,ahdecde,1,1,3
13303,839,199,405,29,0,0,19879,7013,1027,afbgbhb,1,4,11
13304,67,486,747,57,0,0,1792,4368,14836,gdfffhd,0,2,5
13305,425,778,228,0,72,39,19736,2912,17382,bgffefh,1,6,8
13306,974,614,93,22,66,0,16266,10941,14581,ahaggce,1,4,8
13307,496,965,728,58,69,21,4627,7533,16231,fcfaadc,0,6,9
13308,663,467,978,101,73,22,609,19178,8362,abahehf,1,4,5
13309,351,920,784,63,33,15,16717,14835,17473,fbcdaca,1,3,6
13310,344,363,549,101,100,72,7542,12884,17099,bbfadfg,1,2,6
13311,526,833,408,0,59,0,6840,661,3599,cggfeac,1,8,9
13312,648,803,247,0,75,0,7164,14621,11906,gagbhbe,1,6,8
13313,514,852,910,17,0,0,16308,16147,15013,cafbdfb,1,3,4
13314,963,809,63,63,15,0,15691,11024,9679,fcccadh,1,7,10
13315,627,232,641,17,0,0,13308,10158,11849,afeedhb,1,4,5
13316,419,742,446,33,0,98,19332,7943,17195,fbegbah,1,3,6
13317,451,727,814,0,37,92,17267,13895,4576,ahhefce,1,5,11
13318,281,471,663,0,0,77,16210,11944,6117,bedcggc,1,6,7
13319,547,91,145,0,0,0,8937,13141,7274,abcgfdd,1,10,11
13320,564,781,244,95,0,97,10281,13127,7753,baahhab,0,9,10
13321,819,817,350,37,89,0,14940,15169,19808,hbfagea,1,9,11
13322,897,887,224,37,0,55,6902,17852,2778,agaaahf,0,1,9
13323,831,199,370,31,0,0,18942,12500,9299,bddhhcc,0,0,5
13324,255,353,154,0,89,0,13545,17859,1665,bdefeae,1,4,9
13325,132,337,666,68,78,78,9110,1765,760,ddcafgc,1,4,5
13326,584,644,521,21,0,55,17624,4693,18506,cghhhgc,0,7,8
